batch,gameID,player,loc,image,interval,time,ntags,ntag_image1,ntag_image2,ntag_image3,ntag_image4,ntag_image5,ntag_image6,uniqueID,ind,condition
batch_061619,126,2,2,4,21044,2.621633333,4,0,0,0,4,0,8,batch_061619 126 2,107,collaboration
batch_061619,126,1,3,6,12026,2.822066667,9,0,0,0,4,0,9,batch_061619 126 1,106,collaboration
batch_061619,126,2,2,4,16034,2.888866667,5,0,0,0,5,0,9,batch_061619 126 2,107,collaboration
batch_061619,126,1,3,6,11026,3.005833333,10,0,0,0,5,0,10,batch_061619 126 1,106,collaboration
batch_061619,126,1,3,6,15033,3.256383333,11,0,0,0,5,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,3,4,2,178415,3.339816667,1,0,1,0,5,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,2,2,4,30062,3.3899,6,0,1,0,6,0,11,batch_061619 126 2,107,collaboration
batch_061619,126,3,4,2,13025,3.5569,2,0,2,0,6,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,2,2,4,12025,3.590316667,7,0,2,0,7,0,11,batch_061619 126 2,107,collaboration
batch_061619,126,3,4,2,23057,3.941183333,3,0,3,0,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,3,4,2,27045,4.391933333,4,0,4,0,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,1,5,3,17042,4.442,12,0,4,1,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,5,3,16033,4.709216667,13,0,4,2,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,5,3,7016,4.82615,14,0,4,3,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,5,3,11031,5.01,15,0,4,4,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,3,4,2,50117,5.227216667,5,0,5,4,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,3,4,2,15035,5.4778,6,0,6,4,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,1,5,3,30074,5.511233333,16,0,6,5,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,5,3,39110,6.163066667,17,0,6,6,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,3,4,2,61166,6.497233333,7,0,7,6,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,1,5,3,23057,6.54735,18,0,7,7,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,5,3,15027,6.7978,19,0,7,8,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,3,4,2,20041,6.83125,8,0,8,8,7,0,11,batch_061619 126 3,108,collaboration
batch_061619,126,2,4,2,22069,7.098516667,8,0,9,8,7,0,11,batch_061619 126 2,107,collaboration
batch_061619,126,1,5,3,28078,7.265766667,20,0,9,9,7,0,11,batch_061619 126 1,106,collaboration
batch_061619,126,2,4,2,17050,7.382683333,9,0,10,9,7,0,11,batch_061619 126 2,107,collaboration
batch_061619,126,1,6,5,44077,8.451,21,0,10,9,7,1,11,batch_061619 126 1,106,collaboration
batch_061619,126,2,6,5,44083,8.551116667,10,0,10,9,7,2,11,batch_061619 126 2,107,collaboration
batch_061619,126,1,6,5,14026,8.684766667,22,0,10,9,7,3,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,6,5,8012,8.8183,23,0,10,9,7,4,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,6,5,5008,8.901766667,24,0,10,9,7,5,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,6,5,9021,9.052116667,25,0,10,9,7,6,11,batch_061619 126 1,106,collaboration
batch_061619,126,2,6,5,37071,9.168966667,11,0,10,9,7,7,11,batch_061619 126 2,107,collaboration
batch_061619,126,1,6,5,9015,9.202366667,26,0,10,9,7,8,11,batch_061619 126 1,106,collaboration
batch_061619,126,2,6,5,12017,9.36925,12,0,10,9,7,9,11,batch_061619 126 2,107,collaboration
batch_061619,126,1,6,5,13019,9.41935,27,0,10,9,7,10,11,batch_061619 126 1,106,collaboration
batch_061619,126,1,6,5,22030,9.786516667,28,0,10,9,7,11,11,batch_061619 126 1,106,collaboration
batch_061119,2,3,1,3,11023,0.3713,1,0,0,1,0,0,0,batch_061119 2 3,21,competition
batch_061119,2,3,1,3,4010,0.438133333,2,0,0,2,0,0,0,batch_061119 2 3,21,competition
batch_061119,2,2,1,3,24090,0.504933333,1,0,0,3,0,0,0,batch_061119 2 2,20,competition
batch_061119,2,2,1,3,14048,0.739066667,2,0,0,4,0,0,0,batch_061119 2 2,20,competition
batch_061119,2,1,1,3,39147,0.805933333,1,0,0,5,0,0,0,batch_061119 2 1,19,competition
batch_061119,2,2,1,3,16053,1.006616667,3,0,0,6,0,0,0,batch_061119 2 2,20,competition
batch_061119,2,1,1,3,14047,1.04005,2,0,0,7,0,0,0,batch_061119 2 1,19,competition
batch_061119,2,3,2,4,15075,1.2074,3,0,0,7,1,0,0,batch_061119 2 3,21,competition
batch_061119,2,3,2,4,9034,1.357966667,4,0,0,7,2,0,0,batch_061119 2 3,21,competition
batch_061119,2,3,2,4,13039,1.575283333,5,0,0,7,3,0,0,batch_061119 2 3,21,competition
batch_061119,2,3,2,4,7033,1.6925,6,0,0,7,4,0,0,batch_061119 2 3,21,competition
batch_061119,2,2,3,2,30142,1.792833333,4,0,1,7,4,0,0,batch_061119 2 2,20,competition
batch_061119,2,3,2,4,9032,1.843033333,7,0,1,7,5,0,0,batch_061119 2 3,21,competition
batch_061119,2,1,3,2,15086,1.89335,3,0,2,7,5,0,0,batch_061119 2 1,19,competition
batch_061119,2,2,3,2,9047,1.943616667,5,0,3,7,5,0,0,batch_061119 2 2,20,competition
batch_061119,2,1,3,2,13061,2.111033333,4,0,4,7,5,0,0,batch_061119 2 1,19,competition
batch_061119,2,2,3,2,11052,2.127816667,6,0,5,7,5,0,0,batch_061119 2 2,20,competition
batch_061119,2,1,3,2,9045,2.261783333,5,0,6,7,5,0,0,batch_061119 2 1,19,competition
batch_061119,2,2,3,2,11044,2.311883333,7,0,7,7,5,0,0,batch_061119 2 2,20,competition
batch_061119,2,2,3,2,11034,2.495783333,8,0,8,7,5,0,0,batch_061119 2 2,20,competition
batch_061119,2,1,3,2,18059,2.562766667,6,0,9,7,5,0,0,batch_061119 2 1,19,competition
batch_061119,2,3,4,5,29154,2.7971,8,0,9,7,5,1,0,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,21144,3.1495,9,0,9,7,5,2,0,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,9158,3.302133333,10,0,9,7,5,3,0,batch_061119 2 3,21,competition
batch_061119,2,1,5,6,18325,3.370266667,7,0,9,7,5,3,1,batch_061119 2 1,19,competition
batch_061119,2,3,4,5,14119,3.53745,11,0,9,7,5,4,1,batch_061119 2 3,21,competition
batch_061119,2,1,5,6,17077,3.654883333,8,0,9,7,5,4,2,batch_061119 2 1,19,competition
batch_061119,2,2,6,1,41485,3.671616667,9,1,9,7,5,4,2,batch_061119 2 2,20,competition
batch_061119,2,3,4,5,9054,3.68835,12,1,9,7,5,5,2,batch_061119 2 3,21,competition
batch_061119,2,1,5,6,10139,3.823866667,9,1,9,7,5,5,3,batch_061119 2 1,19,competition
batch_061119,2,3,4,5,10156,3.857616667,13,1,9,7,5,6,3,batch_061119 2 3,21,competition
batch_061119,2,1,5,6,14249,4.06135,10,1,9,7,5,6,4,batch_061119 2 1,19,competition
batch_061119,2,1,5,6,13065,4.2791,11,1,9,7,5,6,5,batch_061119 2 1,19,competition
batch_061119,2,3,6,1,23299,4.480416667,14,2,9,7,5,6,5,batch_061119 2 3,21,competition
batch_061119,2,3,6,1,5026,4.564183333,15,3,9,7,5,6,5,batch_061119 2 3,21,competition
batch_061119,2,2,2,4,27425,4.63125,10,3,9,7,6,6,5,batch_061119 2 2,20,competition
batch_061119,2,2,2,4,19094,4.949483333,11,3,9,7,7,6,5,batch_061119 2 2,20,competition
batch_061119,2,1,6,1,31227,5.10095,12,4,9,7,7,6,5,batch_061119 2 1,19,competition
batch_061119,2,3,5,6,15145,5.10095,16,4,9,7,7,6,6,batch_061119 2 3,21,competition
batch_061119,2,2,2,4,12108,5.151283333,12,4,9,7,8,6,6,batch_061119 2 2,20,competition
batch_061119,2,3,5,6,4024,5.168016667,17,4,9,7,8,6,7,batch_061119 2 3,21,competition
batch_061119,2,3,5,6,10066,5.335783333,18,4,9,7,8,6,8,batch_061119 2 3,21,competition
batch_061119,2,2,2,4,19127,5.470066667,13,4,9,7,9,6,8,batch_061119 2 2,20,competition
batch_061119,2,1,6,1,38337,5.7399,13,5,9,7,9,6,8,batch_061119 2 1,19,competition
batch_061119,2,1,6,1,8046,5.874,14,6,9,7,9,6,8,batch_061119 2 1,19,competition
batch_061119,2,3,4,5,9093,5.89075,19,6,9,7,9,7,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,5032,5.974616667,20,6,9,7,9,8,8,batch_061119 2 3,21,competition
batch_061119,2,2,3,2,21196,6.058533333,14,6,10,7,9,8,8,batch_061119 2 2,20,competition
batch_061119,2,3,4,5,7053,6.092166667,21,6,10,7,9,9,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,3066,6.143266667,22,6,10,7,9,10,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,4031,6.21045,23,6,10,7,9,11,8,batch_061119 2 3,21,competition
batch_061119,2,2,3,2,11139,6.244183333,15,6,11,7,9,11,8,batch_061119 2 2,20,competition
batch_061119,2,3,4,5,10078,6.378416667,24,6,11,7,9,12,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,6050,6.47925,25,6,11,7,9,13,8,batch_061119 2 3,21,competition
batch_061119,2,2,3,2,23180,6.630516667,16,6,12,7,9,13,8,batch_061119 2 2,20,competition
batch_061119,2,3,4,5,9076,6.630516667,26,6,12,7,9,14,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,8066,6.76495,27,6,12,7,9,15,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,22233,7.1355,28,6,12,7,9,16,8,batch_061119 2 3,21,competition
batch_061119,2,3,4,5,6178,7.238466667,29,6,12,7,9,17,8,batch_061119 2 3,21,competition
batch_061119,2,2,5,6,34713,7.459483333,17,6,12,7,9,17,9,batch_061119 2 2,20,competition
batch_061119,2,3,4,5,15283,7.493183333,30,6,12,7,9,18,9,batch_061119 2 3,21,competition
batch_061119,2,2,5,6,10086,7.627583333,18,6,12,7,9,18,10,batch_061119 2 2,20,competition
batch_061119,2,3,3,2,26386,8.066833333,31,6,13,7,9,18,10,batch_061119 2 3,21,competition
batch_061119,2,3,3,2,27174,8.519733333,32,6,14,7,9,18,10,batch_061119 2 3,21,competition
batch_061119,2,2,4,5,49517,8.958716667,19,6,14,7,9,19,10,batch_061119 2 2,20,competition
batch_061119,2,3,1,3,25918,9.624816667,33,6,14,8,9,19,10,batch_061119 2 3,21,competition
batch_061119,2,3,1,3,15162,9.877516667,34,6,14,9,9,19,10,batch_061119 2 3,21,competition
batch_061119,3,2,1,5,23083,0.486033333,1,0,0,0,0,1,0,batch_061119 3 2,38,competition
batch_061119,3,1,1,5,25090,0.519483333,1,0,0,0,0,2,0,batch_061119 3 1,37,competition
batch_061119,3,2,1,5,27099,0.937683333,2,0,0,0,0,3,0,batch_061119 3 2,38,competition
batch_061119,3,1,1,5,30112,1.02135,2,0,0,0,0,4,0,batch_061119 3 1,37,competition
batch_061119,3,2,1,5,15050,1.188516667,3,0,0,0,0,5,0,batch_061119 3 2,38,competition
batch_061119,3,1,1,5,22078,1.389316667,3,0,0,0,0,6,0,batch_061119 3 1,37,competition
batch_061119,3,2,1,5,26111,1.6237,4,0,0,0,0,7,0,batch_061119 3 2,38,competition
batch_061119,3,3,2,2,60256,1.690716667,1,0,1,0,0,7,0,batch_061119 3 3,39,competition
batch_061119,3,3,2,2,13064,1.90845,2,0,2,0,0,7,0,batch_061119 3 3,39,competition
batch_061119,3,3,2,2,13036,2.125716667,3,0,3,0,0,7,0,batch_061119 3 3,39,competition
batch_061119,3,1,2,2,42198,2.3099,4,0,4,0,0,7,0,batch_061119 3 1,37,competition
batch_061119,3,2,1,5,50206,2.460466667,5,0,4,0,0,8,0,batch_061119 3 2,38,competition
batch_061119,3,1,3,1,17198,2.9308,5,1,4,0,0,8,0,batch_061119 3 1,37,competition
batch_061119,3,3,3,1,33318,2.948533333,4,2,4,0,0,8,0,batch_061119 3 3,39,competition
batch_061119,3,1,3,1,15199,3.184116667,6,3,4,0,0,8,0,batch_061119 3 1,37,competition
batch_061119,3,2,4,3,22318,3.30115,6,3,4,1,0,8,0,batch_061119 3 2,38,competition
batch_061119,3,2,4,3,28424,3.774883333,7,3,4,2,0,8,0,batch_061119 3 2,38,competition
batch_061119,3,3,5,4,32489,3.9257,5,3,4,2,1,8,0,batch_061119 3 3,39,competition
batch_061119,3,3,5,4,9066,4.0768,6,3,4,2,2,8,0,batch_061119 3 3,39,competition
batch_061119,3,2,4,3,20123,4.110266667,8,3,4,3,2,8,0,batch_061119 3 2,38,competition
batch_061119,3,3,5,4,10049,4.244283333,7,3,4,3,3,8,0,batch_061119 3 3,39,competition
batch_061119,3,2,4,3,13071,4.328116667,9,3,4,4,3,8,0,batch_061119 3 2,38,competition
batch_061119,3,3,5,4,8040,4.378283333,8,3,4,4,4,8,0,batch_061119 3 3,39,competition
batch_061119,3,2,4,3,12067,4.529233333,10,3,4,5,4,8,0,batch_061119 3 2,38,competition
batch_061119,3,3,5,4,17093,4.663166667,9,3,4,5,5,8,0,batch_061119 3 3,39,competition
batch_061119,3,2,4,3,12083,4.730616667,11,3,4,6,5,8,0,batch_061119 3 2,38,competition
batch_061119,3,1,5,4,29218,4.864916667,7,3,4,6,6,8,0,batch_061119 3 1,37,competition
batch_061119,3,1,5,4,15107,5.1167,8,3,4,6,7,8,0,batch_061119 3 1,37,competition
batch_061119,3,3,5,4,32257,5.200783333,10,3,4,6,8,8,0,batch_061119 3 3,39,competition
batch_061119,3,3,5,4,10136,5.369716667,11,3,4,6,9,8,0,batch_061119 3 3,39,competition
batch_061119,3,2,6,6,17271,5.453683333,12,3,4,6,9,8,1,batch_061119 3 2,38,competition
batch_061119,3,2,6,6,11059,5.638,13,3,4,6,9,8,2,batch_061119 3 2,38,competition
batch_061119,3,2,6,6,12141,5.84035,14,3,4,6,9,8,3,batch_061119 3 2,38,competition
batch_061119,3,1,6,6,24257,6.008266667,9,3,4,6,9,8,4,batch_061119 3 1,37,competition
batch_061119,3,2,6,6,13092,6.05855,15,3,4,6,9,8,5,batch_061119 3 2,38,competition
batch_061119,3,3,3,1,33687,6.987766667,12,4,4,6,9,8,5,batch_061119 3 3,39,competition
batch_061119,3,2,2,2,14620,7.039066667,16,4,5,6,9,8,5,batch_061119 3 2,38,competition
batch_061119,3,2,2,2,6039,7.139716667,17,4,6,6,9,8,5,batch_061119 3 2,38,competition
batch_061119,3,2,2,2,9075,7.290966667,18,4,7,6,9,8,5,batch_061119 3 2,38,competition
batch_061119,3,3,4,3,43508,7.965033333,13,4,7,7,9,8,5,batch_061119 3 3,39,competition
batch_061119,3,1,1,5,18408,8.099166667,10,4,7,7,9,9,5,batch_061119 3 1,37,competition
batch_061119,3,2,3,1,24189,8.1831,19,5,7,7,9,9,5,batch_061119 3 2,38,competition
batch_061119,3,3,4,3,13084,8.1831,14,5,7,8,9,9,5,batch_061119 3 3,39,competition
batch_061119,3,3,4,3,14194,8.419666667,15,5,7,9,9,9,5,batch_061119 3 3,39,competition
batch_061119,3,1,1,5,46893,8.880716667,11,5,7,9,9,10,5,batch_061119 3 1,37,competition
batch_061119,3,1,1,5,20355,9.219966667,12,5,7,9,9,11,5,batch_061119 3 1,37,competition
batch_061119,3,2,4,3,16374,9.23695,21,5,7,10,9,11,5,batch_061119 3 2,38,competition
batch_061119,3,3,6,6,18579,9.254216667,16,5,7,10,9,11,6,batch_061119 3 3,39,competition
batch_061119,3,2,4,3,10139,9.405933333,22,5,7,11,9,11,6,batch_061119 3 2,38,competition
batch_061119,3,3,6,6,9103,9.405933333,17,5,7,11,9,11,7,batch_061119 3 3,39,competition
batch_061119,3,1,1,5,28409,9.69345,13,5,7,11,9,12,7,batch_061119 3 1,37,competition
batch_061119,3,2,4,3,25316,9.827866667,23,5,7,12,9,12,7,batch_061119 3 2,38,competition
batch_061119,7,1,1,4,10064,0.2834,1,0,0,0,1,0,0,batch_061119 7 1,82,competition
batch_061119,7,2,1,4,26144,0.53465,1,0,0,0,2,0,0,batch_061119 7 2,83,competition
batch_061119,7,1,1,4,18092,0.584933333,2,0,0,0,3,0,0,batch_061119 7 1,82,competition
batch_061119,7,3,1,4,26122,0.936033333,1,0,0,0,4,0,0,batch_061119 7 3,84,competition
batch_061119,7,2,1,4,18059,0.95275,2,0,0,0,5,0,0,batch_061119 7 2,83,competition
batch_061119,7,1,1,4,27095,1.036516667,3,0,0,0,6,0,0,batch_061119 7 1,82,competition
batch_061119,7,2,1,4,20081,1.287433333,3,0,0,0,7,0,0,batch_061119 7 2,83,competition
batch_061119,7,1,1,4,17060,1.32085,4,0,0,0,8,0,0,batch_061119 7 1,82,competition
batch_061119,7,3,1,4,24101,1.337716667,2,0,0,0,9,0,0,batch_061119 7 3,84,competition
batch_061119,7,2,1,4,8071,1.42195,4,0,0,0,10,0,0,batch_061119 7 2,83,competition
batch_061119,7,2,1,4,13108,1.640416667,5,0,0,0,11,0,0,batch_061119 7 2,83,competition
batch_061119,7,1,1,4,42414,2.02775,5,0,0,0,12,0,0,batch_061119 7 1,82,competition
batch_061119,7,2,2,2,16157,2.02775,6,0,1,0,12,0,0,batch_061119 7 2,83,competition
batch_061119,7,3,2,2,21262,2.02775,3,0,2,0,12,0,0,batch_061119 7 3,84,competition
batch_061119,7,2,2,2,7075,2.145666667,7,0,3,0,12,0,0,batch_061119 7 2,83,competition
batch_061119,7,3,2,2,12183,2.2308,4,0,4,0,12,0,0,batch_061119 7 3,84,competition
batch_061119,7,1,1,4,15203,2.281133333,6,0,4,0,13,0,0,batch_061119 7 1,82,competition
batch_061119,7,2,2,2,10184,2.3154,8,0,5,0,13,0,0,batch_061119 7 2,83,competition
batch_061119,7,2,2,2,16196,2.585333333,9,0,6,0,13,0,0,batch_061119 7 2,83,competition
batch_061119,7,3,2,2,24287,2.635583333,5,0,7,0,13,0,0,batch_061119 7 3,84,competition
batch_061119,7,2,3,6,9086,2.853583333,10,0,7,0,13,0,1,batch_061119 7 2,83,competition
batch_061119,7,1,3,6,21175,2.920616667,7,0,7,0,13,0,2,batch_061119 7 1,82,competition
batch_061119,7,2,3,6,12068,3.054716667,11,0,7,0,13,0,3,batch_061119 7 2,83,competition
batch_061119,7,1,3,6,12061,3.121633333,8,0,7,0,13,0,4,batch_061119 7 1,82,competition
batch_061119,7,2,3,6,8038,3.188683333,12,0,7,0,13,0,5,batch_061119 7 2,83,competition
batch_061119,7,1,3,6,10059,3.289283333,9,0,7,0,13,0,6,batch_061119 7 1,82,competition
batch_061119,7,2,3,6,13070,3.406516667,13,0,7,0,13,0,7,batch_061119 7 2,83,competition
batch_061119,7,1,3,6,9057,3.440233333,10,0,7,0,13,0,8,batch_061119 7 1,82,competition
batch_061119,7,2,3,6,10095,3.574766667,14,0,7,0,13,0,9,batch_061119 7 2,83,competition
batch_061119,7,3,4,1,26247,3.709,6,1,7,0,13,0,9,batch_061119 7 3,84,competition
batch_061119,7,3,4,1,12097,3.910616667,7,2,7,0,13,0,9,batch_061119 7 3,84,competition
batch_061119,7,3,4,1,9121,4.062633333,8,3,7,0,13,0,9,batch_061119 7 3,84,competition
batch_061119,7,2,4,1,25292,4.113133333,15,4,7,0,13,0,9,batch_061119 7 2,83,competition
batch_061119,7,1,3,6,48420,4.247233333,11,4,7,0,13,0,10,batch_061119 7 1,82,competition
batch_061119,7,1,3,6,13087,4.46535,12,4,7,0,13,0,11,batch_061119 7 1,82,competition
batch_061119,7,2,5,3,13166,4.53325,16,4,7,1,13,0,11,batch_061119 7 2,83,competition
batch_061119,7,2,5,3,9080,4.684583333,17,4,7,2,13,0,11,batch_061119 7 2,83,competition
batch_061119,7,2,5,3,8047,4.8187,18,4,7,3,13,0,11,batch_061119 7 2,83,competition
batch_061119,7,3,4,1,50417,4.902916667,9,5,7,3,13,0,11,batch_061119 7 3,84,competition
batch_061119,7,2,5,3,9081,4.97005,19,5,7,4,13,0,11,batch_061119 7 2,83,competition
batch_061119,7,1,6,5,13309,5.307316667,13,5,7,4,13,1,11,batch_061119 7 1,82,competition
batch_061119,7,1,6,5,8055,5.441566667,14,5,7,4,13,2,11,batch_061119 7 1,82,competition
batch_061119,7,3,6,5,16270,5.47505,10,5,7,4,13,3,11,batch_061119 7 3,84,competition
batch_061119,7,3,6,5,11271,5.6629,11,5,7,4,13,4,11,batch_061119 7 3,84,competition
batch_061119,7,1,6,5,14347,5.680683333,15,5,7,4,13,5,11,batch_061119 7 1,82,competition
batch_061119,7,3,6,5,7174,5.782466667,12,5,7,4,13,6,11,batch_061119 7 3,84,competition
batch_061119,7,1,6,5,10127,5.849466667,16,5,7,4,13,7,11,batch_061119 7 1,82,competition
batch_061119,7,2,6,5,24513,5.88315,20,5,7,4,13,8,11,batch_061119 7 2,83,competition
batch_061119,7,1,6,5,13106,6.0679,17,5,7,4,13,9,11,batch_061119 7 1,82,competition
batch_061119,7,2,6,5,12096,6.08475,21,5,7,4,13,10,11,batch_061119 7 2,83,competition
batch_061119,7,2,6,5,8071,6.219266667,22,5,7,4,13,11,11,batch_061119 7 2,83,competition
batch_061119,7,1,6,5,10113,6.23645,18,5,7,4,13,12,11,batch_061119 7 1,82,competition
batch_061119,7,3,6,5,28328,6.2546,13,5,7,4,13,13,11,batch_061119 7 3,84,competition
batch_061119,7,2,6,5,5163,6.305316667,23,5,7,4,13,14,11,batch_061119 7 2,83,competition
batch_061119,7,2,6,5,5060,6.38965,24,5,7,4,13,15,11,batch_061119 7 2,83,competition
batch_061119,7,2,6,5,19125,6.7084,25,5,7,4,13,16,11,batch_061119 7 2,83,competition
batch_061119,7,1,5,3,21163,6.808983333,19,5,7,5,13,16,11,batch_061119 7 1,82,competition
batch_061119,7,3,5,3,15123,6.87615,14,5,7,6,13,16,11,batch_061119 7 3,84,competition
batch_061119,7,3,5,3,8101,7.011166667,15,5,7,7,13,16,11,batch_061119 7 3,84,competition
batch_061119,7,2,6,5,23243,7.095783333,26,5,7,7,13,17,11,batch_061119 7 2,83,competition
batch_061119,7,1,5,3,24277,7.2136,20,5,7,8,13,17,11,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,9121,7.365616667,21,5,7,9,13,17,11,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,12468,7.573416667,22,5,7,10,13,17,11,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,13237,7.794033333,23,5,7,11,13,17,11,batch_061119 7 1,82,competition
batch_061119,7,2,3,6,16831,7.845233333,27,5,7,11,13,17,12,batch_061119 7 2,83,competition
batch_061119,7,1,5,3,8135,7.929616667,24,5,7,12,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,3,5,3,58185,7.980916667,16,5,7,13,13,17,12,batch_061119 7 3,84,competition
batch_061119,7,1,5,3,12176,8.13255,25,5,7,14,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,14215,8.369466667,26,5,7,15,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,18169,8.672283333,27,5,7,16,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,2,2,2,12148,8.7059,28,5,8,16,13,17,12,batch_061119 7 2,83,competition
batch_061119,7,3,4,1,29404,8.739633333,17,6,8,16,13,17,12,batch_061119 7 3,84,competition
batch_061119,7,1,5,3,9087,8.823733333,28,6,8,17,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,2,2,2,7070,8.823733333,29,6,9,17,13,17,12,batch_061119 7 2,83,competition
batch_061119,7,3,4,1,7065,8.857383333,18,7,9,17,13,17,12,batch_061119 7 3,84,competition
batch_061119,7,1,5,3,7078,8.9417,29,7,9,18,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,1,5,3,11110,9.126866667,30,7,9,19,13,17,12,batch_061119 7 1,82,competition
batch_061119,7,2,2,2,29336,9.312666667,30,7,10,19,13,17,12,batch_061119 7 2,83,competition
batch_061119,7,3,4,1,48707,9.669166667,19,8,10,19,13,17,12,batch_061119 7 3,84,competition
batch_061119,7,2,3,6,17405,9.7197,31,8,10,19,13,17,13,batch_061119 7 2,83,competition
batch_061119,7,1,5,3,38667,9.771316667,31,8,10,20,13,17,13,batch_061119 7 1,82,competition
batch_061119,8,3,3,3,21130,0.859933333,1,0,0,1,0,0,0,batch_061119 8 3,90,competition
batch_061119,8,1,2,6,32140,0.9603,1,0,0,1,0,0,1,batch_061119 8 1,88,competition
batch_061119,8,2,5,2,19076,0.977166667,1,0,1,1,0,0,1,batch_061119 8 2,89,competition
batch_061119,8,3,3,3,16119,1.128583333,2,0,1,2,0,0,1,batch_061119 8 3,90,competition
batch_061119,8,3,3,3,14257,1.3662,3,0,1,3,0,0,1,batch_061119 8 3,90,competition
batch_061119,8,1,2,6,32381,1.499983333,2,0,1,3,0,0,2,batch_061119 8 1,88,competition
batch_061119,8,3,3,3,25135,1.785116667,4,0,1,4,0,0,2,batch_061119 8 3,90,competition
batch_061119,8,2,6,5,24241,1.887033333,2,0,1,4,0,1,2,batch_061119 8 2,89,competition
batch_061119,8,1,2,6,29308,1.98845,3,0,1,4,0,1,3,batch_061119 8 1,88,competition
batch_061119,8,2,6,5,11219,2.074016667,3,0,1,4,0,2,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,16080,2.342016667,4,0,1,4,0,3,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,16098,2.610316667,5,0,1,4,0,4,3,batch_061119 8 2,89,competition
batch_061119,8,3,4,4,21154,2.69415,5,0,1,4,1,4,3,batch_061119 8 3,90,competition
batch_061119,8,3,4,4,20103,3.0292,6,0,1,4,2,4,3,batch_061119 8 3,90,competition
batch_061119,8,2,6,5,31207,3.130433333,6,0,1,4,2,5,3,batch_061119 8 2,89,competition
batch_061119,8,3,4,4,9089,3.180683333,7,0,1,4,3,5,3,batch_061119 8 3,90,competition
batch_061119,8,2,6,5,16096,3.3987,7,0,1,4,3,6,3,batch_061119 8 2,89,competition
batch_061119,8,1,5,2,32295,3.465983333,4,0,2,4,3,6,3,batch_061119 8 1,88,competition
batch_061119,8,2,6,5,18203,3.702083333,8,0,2,4,3,7,3,batch_061119 8 2,89,competition
batch_061119,8,1,5,2,20218,3.80295,5,0,3,4,3,7,3,batch_061119 8 1,88,competition
batch_061119,8,2,6,5,10071,3.869933333,9,0,3,4,3,8,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,11073,4.054483333,10,0,3,4,3,9,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,13151,4.273666667,11,0,3,4,3,10,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,13088,4.4918,12,0,3,4,3,11,3,batch_061119 8 2,89,competition
batch_061119,8,2,6,5,20178,4.8281,13,0,3,4,3,12,3,batch_061119 8 2,89,competition
batch_061119,8,1,3,3,38460,4.912466667,6,0,3,5,3,12,3,batch_061119 8 1,88,competition
batch_061119,8,1,3,3,20308,5.250933333,7,0,3,6,3,12,3,batch_061119 8 1,88,competition
batch_061119,8,1,3,3,25371,5.673783333,8,0,3,7,3,12,3,batch_061119 8 1,88,competition
batch_061119,8,2,4,4,31609,5.673783333,14,0,3,7,4,12,3,batch_061119 8 2,89,competition
batch_061119,8,2,4,4,13215,5.894033333,15,0,3,7,5,12,3,batch_061119 8 2,89,competition
batch_061119,8,2,4,4,24212,6.297566667,16,0,3,7,6,12,3,batch_061119 8 2,89,competition
